0.01,0.02,0.530360370704
0.01,0.03,0.534345658847
0.01,0.04,0.534902330497
0.01,0.05,0.535765431128
0.01,0.06,0.539547411919
0.01,0.07,0.541137579922
0.01,0.08,0.547649635667
0.01,0.09,0.551436799421
0.01,0.1,0.55651901057
0.01,0.11,0.561918880789
0.01,0.12,0.573367843094
0.01,0.13,0.579959444313
0.01,0.14,0.58372075587
0.01,0.15,0.589553888065
0.01,0.16,0.59974701568
0.01,0.17,0.610550218011
0.01,0.18,0.613908563497
0.01,0.19,0.621654404303
0.01,0.2,0.62296849359
0.01,0.21,0.636862871005
0.01,0.22,0.639993272378
0.01,0.23,0.652121066818
0.01,0.24,0.663752014784
0.01,0.25,0.6631028874
0.01,0.26,0.674406071549
0.01,0.27,0.682686931409
0.01,0.28,0.693355581051
0.01,0.29,0.704937938235
0.01,0.3,0.706366044367
0.01,0.31,0.723432353936
0.01,0.32,0.723269266329
0.01,0.33,0.723269266329
0.01,0.34,0.741997699631
0.01,0.35,0.743040066765
0.01,0.36,0.750137398785
0.01,0.37,0.750120447132
0.01,0.38,0.751777197306
0.01,0.39,0.755480238971
0.01,0.4,0.755480238971
0.01,0.41,0.764665403107
0.01,0.42,0.774785005406
0.01,0.43,0.782929500479
0.01,0.44,0.7884432259
0.01,0.45,0.790005143601
0.01,0.46,0.798468761027
0.01,0.47,0.804296846786
0.01,0.48,0.804296846786
0.01,0.49,0.804296846786
0.01,0.5,0.804296846786
0.01,0.51,0.828274920724
0.01,0.52,0.828274920724
0.01,0.53,0.827359175751
0.01,0.54,0.834115247253
0.01,0.55,0.833161886605
0.01,0.56,0.835404790522
0.01,0.57,0.839099140443
0.01,0.58,0.848855905298
0.01,0.59,0.866190952504
0.01,0.6,0.866190952504
0.01,0.61,0.871925611591
0.01,0.62,0.857371703817
0.01,0.63,0.858683988131
0.01,0.64,0.860835387039
0.01,0.65,0.861114783654
0.01,0.66,0.861114783654
0.01,0.67,0.867351991758
0.01,0.68,0.867351991758
0.01,0.69,0.867351991758
0.01,0.7,0.862954059829
0.01,0.71,0.876973157051
0.01,0.72,0.891339165921
0.01,0.73,0.894573243115
0.01,0.74,0.896136279586
0.01,0.75,0.896136279586
0.01,0.76,0.900159872234
